date_mdy,month,journal_entry,transcription_accuracy,location,location_accuracy,local_place,local_place_accuracy,latitude,latitude_origin,longitude,longitude_origin,quantity,unit,item,letter,letter_from,letter_to,wind_direction_am,wind_direction_pm,wind_direction_night,wind_speed_am,wind_speed_pm,wind_speed_night,weather_condition_am,weather_condition_pm,weather_condition_night,temperature_am,temperature_pm,temperature_night,image_path,image_description,recorder,notes,noteworthy,second_check,
11/18/1886,November,Vessel at Bass Harbor Wind East South East. heavy rain and a gale of wind. At 8 oclock the wind from E.S.E to S.S.W. and increased. At one P.M. let go the small anchor. At 2 PM Hedged in to the shore. paid out 45 fathoms on big anchor. and 30 fathoms on small anchor. and she stoped dragging. At 5 P.M. put a new line on the Hedge anchor and let that go At dark packed up my baggage ready to leave At 9 PM wind moderated and the vessel all right,confident,Bass Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,"ESE, SSW",NA,NA,gale of wind,NA,moderate,heavy rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/19/1886,November,"Wind West North West and blowing a gale ""Chromo"" At Bass Harbor. and could not get out.",confident,Bass Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,WNW,NA,NA,blowing a gale,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/20/1886,November,Wind Westerly and a very fresh breeze Got underway at Bass Harbor in the forenoon. and went home. In the afternoon the wind moderated. And got Capt. H. E. Tracy to take the vessel to go a trip as it is to early to haul up. and I do not care to go away again myself,confident,"Bass Harbor, Winter Harbor",assumed,Home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,very fresh breeze,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/21/1886,November,Calm in the morning and a little snow but soon cleared up with the wind N.W. with fine moderate weather. Chromo at Winter Harbor,confident,Winter Harbor,mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,"calm, moderate",NA,NA,"little snow, cleared up, fine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/22/1886,November,Wind Northerly. Capt. H. E. Tracy. Takes the Chromo to go a trip and gets her underway at Winter Harbor to go to Franklin to load. and I go with him to Franklin to help load Anchored at Mt Desert Ferry at 8 oclock P.M. paid Capt Ira B Fross five dollars his dividend of Sch Chromo,somewhat confident,"Winter Harbor, Franklin",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/23/1886,November,Wind South Easterly. Got underway at Mt Desert Ferry at day light and went to Sullivan but no boat there to tow over the Falls the vessel staid below. In the afternoon rainy Paid J P Gordon $85.00 for Franklin owners and Geo C Lynam $3500 for Sullivan owners of Sch Chromo,confident,"Sullivan, Falls",mentioned,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/24/1886,November,"Wind North West. Towed over the Falls to J.P Gordons wharf at Franklin. in the forenoon, and commenced loading paving blocks for New York. The vessels papers will be endores to Capt. H. E. Tracy before going to sea.",confident,"Falls, Franklin, New York ",mentioned,J P Gordons Wharf,mentioned,NA,NA,NA,NA,NA,count,paving block,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NW ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/25/1886,November,Calm all day. Chromo finished loading at night. In the afternoon rainy Evening heavy blow,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,heavy blow,calm,NA,rainy,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/26/1886,November,"Wind North West. very heavy. The tug boat could not tow the Chromo from the wharf at Franklin, and my servises being no longer needed I walk to Sullivan take the Steam boat to So. Gouldsboro and go home. As I do not wish to go away again this fall H E Tracy goes the trip for me.",somewhat confident,"Franklin, Sullivan, Gouldsboro, Winter Harbor",mentioned,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,very heavy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/27/1886,November,Wind Southerly Took the old Hog house down from my old place and moved it over to where I now live at My Sisters place. The building is to be put again to be used for a temporary blacksmith shop,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/28/1886,November,Wind South West. moderate. about home.,confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/29/1886,November,Wind South West. done blacksmith work for the Sch Chromo by my forge out of door,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
11/30/1886,November,Wind Southerly work on blacksmith shop. Evening heavy rain.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,NA,NA,heavy rain,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/1/1886,December,Wind South South West blowing very heavy work all day on a blacks smith shop. for myself. Paid Lewis Fross the balance of his wages for his time where he was with me in the Chromo.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSW,NA,NA,blowing very heavy,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/2/1886,December,Wind Easterly and at 10 AM commenced snowing In the afternoon the wind hauled around SouthWest and kept on snowing,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,E,SW,NA,NA,NA,NA,NA,snowing,snowing,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/3/1886,December,Wind West fresh Thermometer 12 degrees above zero and went up to 23 degrees in the afternoon To blustering to work out of doors,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,fresh,NA,NA,NA,NA,NA,12,23,NA,NA,NA,NA,NA,NA,GG,
12/4/1886,December,Wind North West. and quite cold. Reg letter to O.W. Young So Hancock sending him 10 the dividend due him for 1/16 of Sch Chromo.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,write,NA,O.W. Young,NW,NA,NA,NA,NA,NA,cold,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/5/1886,December,Wind North East. Thermometer at zero. Evening snowy,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,snowy,0,NA,NA,NA,NA,NA,NA,NA,GG,
12/6/1886,December,Wind North East Thermometer 18 degrees above. Work about home. little snow in evening,confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,snowy,18,NA,NA,NA,NA,NA,NA,NA,GG,
12/7/1886,December,Wind North East fresh. snow blowing and blustering Filed saws and work in shop as it is two bulstering to work out.,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,blustering,NA,NA,"fresh, snow blowing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/8/1886,December,Wind North West Fresh. work all day in my blasmith shop,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/9/1886,December,Wind North West moderate Delivered on ton hay to Capt. Northern Bickford Shingled one side of the roof of my blacksmith shop Hired forty dollards of Crabtree & Havey payable on demand,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/10/1886,December,Wind very moderate in the forenoon in the afternoon S.W. Hauled a load of hay from my old barn to Jemie Kingsleys my blacksmith shop,somewhat confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,load,hay,no letter,NA,NA,NA,SW,NA,very moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/11/1886,December,Wind very moderate Northerly and westerly Thermometer up to 40 degrees melting snow very fast. Helped Rodnie Pendleton haul up a large boat put out side windows on house. and worked about the shop.,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,very moderate,NA,NA,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,GG,
12/12/1886,December,Wind North East. Thermometer 32 degrees overcast.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,overcast,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,GG,
12/13/1886,December,Wind North East Sleet storm. Helped Capt. Chas David haul his vessel up to my wharf.,confident,Winter Harbor,assumed,wharf,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,snow sleet,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/14/1886,December,"Wind North West in the afternoon fresh Sent N.E. Keene $10.00 dividend to 1/16 of Sch ""Chromo"" for O.W. Pitcher jobbing in shop",confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/15/1886,December,Wind South West fresh. Helped Charles Hampleton Moore the Schr C.H. Dexter in the Harbor. In the afternoon work in the Blacksmith shop for Samuel Sargent on his sled.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,SSW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/16/1886,December,Wind North North East rain and sleet all day. made a ring bolt to set in ledge to make vessels fast to. work in shop all day.,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNE,NA,NA,NA,NA,NA,"rain, sleet","rain, sleet","rain, sleet",NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/17/1886,December,Wind Westerly. Set Ring bolt in Ledge South of my wharf to make vessels fast to lying at the wharf,somewhat confident,Winter Harbor,assumed,wharf,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/18/1886,December,Wind Southerly fresh went in the woods on the head of our lot to look out a chance to have some wood choped came out at noon In the afternoon heavy rain. work in the Blacksmith shop.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,count,wood,no letter,NA,NA,S,NA,NA,fresh,NA,NA,NA,heavy rain,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/19/1886,December,Calm all day. Thermometer 45 degrees,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NA,NA,NA,calm,calm,calm,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,GG,
12/20/1886,December,Light air North East. work in the shop in the forenoon & made a ring bolt And in the afternoon set the ring bolt in a ledge at the North of our wharf to make vessels fast to.,confident,Winter Harbor,assumed,"shop, wharf",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,light air,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/21/1886,December,Moderate Southerly wind. made a ventilator for my blacksmith shop. In the evening went to a Sociable at the Hall. Got up by the Baptist association,confident,Winter Harbor,assumed,Hall,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,moderate,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/22/1886,December,A very light air of wind North West in forenoon. and calm in the afternoon. Work about home all day. In the evening went to the Hall to attend a Masonic meeting.,confident,Winter Harbor,assumed,"home, Hall",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,very light air,calm,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/23/1886,December,Very moderate North West wind Thermometer 32 Work all day in the blacksmith shop for myself was married 25 years ago to night,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,very moderate,NA,NA,NA,NA,NA,32,NA,NA,NA,NA,NA,NA,NA,GG,
12/24/1886,December,Wind Southerly and rainy all day. work in the shop at home. In the evening went to the Hall to see the presents on the Christmas tree,confident,Winter Harbor,assumed,"shop, home, Hall",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,NA,NA,NA,NA,NA,rainy,rainy,rainy,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/25/1886,December,Christmas day. heavy rain early in the morning At 8 AM the wind North West and clear blowing fresh About home.,confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,fresh,NA,NA,"heavy rain, clear",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/26/1886,December,Wind N.N.E and overcast Staid about home all day.,confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NNE,NA,NA,NA,NA,NA,overcast,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/27/1886,December,Wind out Southerly in morning and hauled around westerly during the day. work about home on various jobs both in the Carpenters shop and Blacksmith shop,confident,Winter Harbor,assumed,home,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,S,W,NA,wind out,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/28/1886,December,Wind westerly fresh. Commenced to rebuild Geo Tracys fish boat by raising her one streak and putting wash boards on.,confident,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,W,NA,NA,fresh,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/29/1886,December,Wind North West Work all day in the Blacksmith shop In the evening went to the Masonic Lodge at the Hall,confident,Winter Harbor,assumed,Masonic Lodge,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NW,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,GG,
12/30/1886,December,Wind Northerly Thermometer 12 degrees below zero. at sunrise At noon at 0 To cold to work in the shop without any fire. Therefore I staid in the house and worked on a toy boat for a house ornament.,confident,Winter Harbor,assumed,"shop, home",mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,-12,0,NA,NA,NA,NA,NA,NA,GG,
12/31/1886,December,Wind North East. Thermometer 6 degrees above zero in the morning. The ground all bore of snow. But at night it commenced snowing to cold to work in the shop having no fire. Living in ine part of Jennie Kingsleys house. have lived here since her husband died. In the evening raining,confident,Winter Harbor,assumed,shop,mentioned,NA,NA,NA,NA,NA,NA,NA,no letter,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,snowing,6,NA,NA,NA,NA,NA,NA,NA,GG,
